term_id	term	Binom_Genome_Fraction	Binom_Expected	observed_genes	fold_enrichment	Binom_Region_Set_Coverage	pval	fdr	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0098560	cytoplasmic side of late endosome membrane	8.764378e-05	3.763161	9	2.391606	0.0002096094	0.01510949	0.0397400284931506	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
GO:0071821	FANCM-MHF complex	7.333178e-05	3.148647	8	2.540774	0.0001863195	0.01544214	0.0404916812139605	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0009328	phenylalanine-tRNA ligase complex	8.963107e-05	3.848489	9	2.33858	0.0002096094	0.01718111	0.0447797256108597	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0033185	dolichol-phosphate-mannose synthase complex	3.511211e-05	1.507609	5	3.31651	0.0001164497	0.01893424	0.0489063777578475	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0031074	nucleocytoplasmic shuttling complex	7.654861e-05	3.286768	8	2.434002	0.0001863195	0.01936309	0.0498650067362146	3	1.825531	1	0.5477858	8.751969e-05	0.3333333	0.9400136	1.0
GO:0014705	C zone	3.632736e-05	1.559788	5	3.205564	0.0001164497	0.02152948	0.0549526461447562	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0005956	protein kinase CK2 complex	5.03272e-05	2.160899	6	2.776622	0.0001397396	0.02309186	0.0583268110948905	2	1.217021	1	0.8216786	8.751969e-05	0.5	0.8467486	1.0
GO:0090498	extrinsic component of Golgi membrane	6.780258e-05	2.91124	7	2.404474	0.0001630296	0.0292259	0.0721462217142857	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0005582	collagen type XV trimer	9.921143e-05	4.259841	9	2.112755	0.0002096094	0.03013889	0.0738723431489361	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:1903767	sweet taste receptor complex	9.933466e-05	4.265132	9	2.110134	0.0002096094	0.0303403	0.0742606776203966	2	1.217021	2	1.643357	0.0001750394	1.0	0.3702722	0.8599870451612903
